fitmethod,antigenicdist,aaver,adjver,featureType,protein_name,virus,lower,Median,upper
nnls,thai_map,AA,adj_none,aasub,nonstructural_protein_NS4A,DENV1/THAILAND/1994/00817/94,1.4163682724438382,1.4523336043501751,1.4862817472334247
nnls,thai_map,AA,adj_none,aasub,nonstructural_protein_NS4B,DENV1/THAILAND/1994/00817/94,1.4253727963950367,1.4562261319825436,1.4916488831587926
nnls,thai_map,AA,adj_none,aasub,RNA-dependent_RNA_polymerase_NS5,DENV1/THAILAND/1994/01495/94,0,0.08785016060381085,0.5778179202418463
nnls,thai_map,AA,adj_none,aasub,nonstructural_protein_NS2A,DENV1/THAILAND/1994/01495/94,0.15505263889127618,0.23090513192115883,0.3264413620510739
nnls,thai_map,AA,adj_none,aasub,nonstructural_protein_NS3,DENV1/THAILAND/1994/01495/94,0.12646664268433122,0.340392698455407,0.6483123802120788
nnls,thai_map,AA,adj_none,aasub,nonstructural_protein_NS1,DENV1/THAILAND/1994/01495/94,0.5882850045694368,0.6593752129663291,0.7278600126123731
nnls,thai_map,AA,adj_none,aasub,envelope_protein_E,DENV1/THAILAND/1994/01495/94,0,0.6596984960609145,0.7323988109689923
nnls,thai_map,AA,adj_none,aasub,protein_pr,DENV1/THAILAND/1994/01495/94,0.729169138577177,0.7663455056209632,0.7898596951969392
nnls,thai_map,AA,adj_none,aasub,membrane_glycoprotein_precursor_M,DENV1/THAILAND/1994/01495/94,0.7487603941507587,0.8035486729936265,0.8538942119142098
nnls,thai_map,AA,adj_none,aasub,anchored_capsid_protein_C,DENV1/THAILAND/1994/01495/94,0.8208300987121251,0.8542431193126683,0.8836252878261525
nnls,thai_map,AA,adj_none,aasub,capsid_protein_C,DENV1/THAILAND/1994/01495/94,0.8744382705715295,0.9096556349797724,0.9400041986842695
nnls,thai_map,AA,adj_none,aasub,protein_2K,DENV1/THAILAND/1994/01495/94,1.0160694156147643,1.0459470395793529,1.0787320290566038
nnls,thai_map,AA,adj_none,aasub,membrane_glycoprotein_M,DENV1/THAILAND/1994/01495/94,1.0126734167300215,1.0470152666722496,1.0808816976689553
nnls,thai_map,AA,adj_none,aasub,nonstructural_protein_NS2B,DENV1/THAILAND/1994/01495/94,1.0267009300485264,1.0587548102512174,1.093097614667629
nnls,thai_map,AA,adj_none,aasub,nonstructural_protein_NS4A,DENV1/THAILAND/1994/01495/94,1.037203353142295,1.0643892354971842,1.094665439813128
nnls,thai_map,AA,adj_none,aasub,nonstructural_protein_NS4B,DENV1/THAILAND/1994/01495/94,1.0307217121699308,1.0697646020181204,1.1057202851061971
nnls,thai_map,AA,adj_none,aasub,nonstructural_protein_NS2A,DENV1/THAILAND/1995/00229/95,0,0,0
nnls,thai_map,AA,adj_none,aasub,RNA-dependent_RNA_polymerase_NS5,DENV1/THAILAND/1995/00229/95,0,0,0.04714772205939387
nnls,thai_map,AA,adj_none,aasub,envelope_protein_E,DENV1/THAILAND/1995/00229/95,0.2102616715847186,0.26016054163376284,0.30265194852456545
nnls,thai_map,AA,adj_none,aasub,anchored_capsid_protein_C,DENV1/THAILAND/1995/00229/95,0.3078087347928349,0.328960093296525,0.34564148740460066
nnls,thai_map,AA,adj_none,aasub,nonstructural_protein_NS1,DENV1/THAILAND/1995/00229/95,0.29584117614000305,0.3366881414248448,0.3693225292477652
nnls,thai_map,AA,adj_none,aasub,protein_2K,DENV1/THAILAND/1995/00229/95,0.31586234021828463,0.34274799834788716,0.35963045097389307
nnls,thai_map,AA,adj_none,aasub,capsid_protein_C,DENV1/THAILAND/1995/00229/95,0.31832657711381396,0.34282345722456065,0.36227050293916013
nnls,thai_map,AA,adj_none,aasub,protein_pr,DENV1/THAILAND/1995/00229/95,0.3235964825346172,0.34528072006773913,0.36130787790517577
nnls,thai_map,AA,adj_none,aasub,nonstructural_protein_NS2B,DENV1/THAILAND/1995/00229/95,0.32317870402538174,0.35394480871155687,0.37265923329072487
nnls,thai_map,AA,adj_none,aasub,nonstructural_protein_NS3,DENV1/THAILAND/1995/00229/95,0.3305219415760464,0.3572159130610086,0.3865058890268149
nnls,thai_map,AA,adj_none,aasub,nonstructural_protein_NS4B,DENV1/THAILAND/1995/00229/95,0.33626708424476726,0.3641386361492166,0.3877732796046154
nnls,thai_map,AA,adj_none,aasub,nonstructural_protein_NS4A,DENV1/THAILAND/1995/00229/95,0.34703172438366264,0.36822385758342435,0.3831750563367662
nnls,thai_map,AA,adj_none,aasub,membrane_glycoprotein_M,DENV1/THAILAND/1995/00229/95,0.16452439404612246,0.38740993937183643,0.6547548950635725
nnls,thai_map,AA,adj_none,aasub,membrane_glycoprotein_precursor_M,DENV1/THAILAND/1995/00229/95,0.31555925179041167,0.44484029706424005,0.5755002069709618
nnls,thai_map,AA,adj_none,aasub,nonstructural_protein_NS4A,DENV1/THAILAND/1995/00257/95,0,0.0017759350809530743,0.02633503722167372
nnls,thai_map,AA,adj_none,aasub,RNA-dependent_RNA_polymerase_NS5,DENV1/THAILAND/1995/00257/95,0,0.01402273122415011,0.04695863226914341
nnls,thai_map,AA,adj_none,aasub,nonstructural_protein_NS2A,DENV1/THAILAND/1995/00257/95,0.1181464792782568,0.14934943375562287,0.18398221341030402
nnls,thai_map,AA,adj_none,aasub,envelope_protein_E,DENV1/THAILAND/1995/00257/95,0.23476425798665856,0.2831642230487619,0.319817586776734
nnls,thai_map,AA,adj_none,aasub,nonstructural_protein_NS3,DENV1/THAILAND/1995/00257/95,0.3131188999766509,0.34590436035503325,0.3677270243632366
nnls,thai_map,AA,adj_none,aasub,anchored_capsid_protein_C,DENV1/THAILAND/1995/00257/95,0.3280683783314736,0.3487433149356316,0.3713154936156846
nnls,thai_map,AA,adj_none,aasub,nonstructural_protein_NS1,DENV1/THAILAND/1995/00257/95,0.3119618674459723,0.3555219592387866,0.3923737755900508
nnls,thai_map,AA,adj_none,aasub,protein_2K,DENV1/THAILAND/1995/00257/95,0.34037939565985775,0.3642167999163338,0.3841793009396114
nnls,thai_map,AA,adj_none,aasub,protein_pr,DENV1/THAILAND/1995/00257/95,0.34646563358187304,0.3650126743862619,0.38492592177972046
nnls,thai_map,AA,adj_none,aasub,capsid_protein_C,DENV1/THAILAND/1995/00257/95,0.342536022746329,0.36552844213795865,0.38742343648615607
nnls,thai_map,AA,adj_none,aasub,nonstructural_protein_NS2B,DENV1/THAILAND/1995/00257/95,0.35316203637281657,0.37655485033235214,0.3967211563643832
nnls,thai_map,AA,adj_none,aasub,nonstructural_protein_NS4B,DENV1/THAILAND/1995/00257/95,0.35948159592734463,0.38533958988705264,0.41206592174462997
nnls,thai_map,AA,adj_none,aasub,membrane_glycoprotein_precursor_M,DENV1/THAILAND/1995/00257/95,0.33625224806734755,0.531370107606145,0.605537548579354
nnls,thai_map,AA,adj_none,aasub,membrane_glycoprotein_M,DENV1/THAILAND/1995/00257/95,0.23147433708143572,0.5606992721658333,0.7067348565789731
nnls,thai_map,AA,adj_none,aasub,anchored_capsid_protein_C,DENV1/THAILAND/1995/00288/95,0.42638334953834733,0.45036815096120364,0.4799005690847943
nnls,thai_map,AA,adj_none,aasub,membrane_glycoprotein_M,DENV1/THAILAND/1995/00288/95,0.43289122392514773,0.45524258377910826,0.48732709997315615
nnls,thai_map,AA,adj_none,aasub,membrane_glycoprotein_precursor_M,DENV1/THAILAND/1995/00288/95,0.44236873419658784,0.4608629546596844,0.4909902635962869
nnls,thai_map,AA,adj_none,aasub,protein_2K,DENV1/THAILAND/1995/00288/95,0.44534378788805273,0.46884410121848513,0.5016233063682247
nnls,thai_map,AA,adj_none,aasub,capsid_protein_C,DENV1/THAILAND/1995/00288/95,0.4469055379657426,0.4702933963871968,0.5024524048737281
nnls,thai_map,AA,adj_none,aasub,protein_pr,DENV1/THAILAND/1995/00288/95,0.4518391155343705,0.4715973288596641,0.5013331072690679
nnls,thai_map,AA,adj_none,aasub,nonstructural_protein_NS2B,DENV1/THAILAND/1995/00288/95,0.45795793263315776,0.4807587156389472,0.5134170601458351
nnls,thai_map,AA,adj_none,aasub,nonstructural_protein_NS3,DENV1/THAILAND/1995/00288/95,0.454447046952013,0.484416231943002,0.5143596951849602
nnls,thai_map,AA,adj_none,aasub,nonstructural_protein_NS4A,DENV1/THAILAND/1995/00288/95,0.45496607767837205,0.48551132135873815,0.5224445601461272
nnls,thai_map,AA,adj_none,aasub,nonstructural_protein_NS2A,DENV1/THAILAND/1995/00288/95,0.48970566046529573,0.5128796128717434,0.5420417262962105
nnls,thai_map,AA,adj_none,aasub,nonstructural_protein_NS4B,DENV1/THAILAND/1995/00288/95,0.4954962501913397,0.5187513424555319,0.5484397145682793
nnls,thai_map,AA,adj_none,aasub,envelope_protein_E,DENV1/THAILAND/1995/00288/95,0.5372900290488898,0.5620686206482806,0.5941067964858792
nnls,thai_map,AA,adj_none,aasub,RNA-dependent_RNA_polymerase_NS5,DENV1/THAILAND/1995/00288/95,0.5626615046771715,0.5829473973210337,0.6090966338736542
nnls,thai_map,AA,adj_none,aasub,nonstructural_protein_NS1,DENV1/THAILAND/1995/00288/95,0.5810792512525897,0.6084233165576043,0.6349040534642263
nnls,thai_map,AA,adj_none,aasub,nonstructural_protein_NS3,DENV1/THAILAND/1995/00410/95,0.7492946003806666,0.7967513580628014,0.8507510918958316
nnls,thai_map,AA,adj_none,aasub,anchored_capsid_protein_C,DENV1/THAILAND/1995/00410/95,0.8499621383031186,0.8849870301558274,0.9126872005903683
nnls,thai_map,AA,adj_none,aasub,membrane_glycoprotein_M,DENV1/THAILAND/1995/00410/95,0.8563849648099529,0.8905905465149567,0.9179716041256949
nnls,thai_map,AA,adj_none,aasub,membrane_glycoprotein_precursor_M,DENV1/THAILAND/1995/00410/95,0.8707174799040494,0.8975894739422761,0.9238238682137746
nnls,thai_map,AA,adj_none,aasub,protein_2K,DENV1/THAILAND/1995/00410/95,0.869437796385688,0.9040637123121305,0.9315357122145933
nnls,thai_map,AA,adj_none,aasub,capsid_protein_C,DENV1/THAILAND/1995/00410/95,0.8727632636228994,0.9041254224113535,0.9339918805585873
nnls,thai_map,AA,adj_none,aasub,nonstructural_protein_NS2B,DENV1/THAILAND/1995/00410/95,0.8719346437922018,0.9061997868440579,0.9363377772440729
nnls,thai_map,AA,adj_none,aasub,protein_pr,DENV1/THAILAND/1995/00410/95,0.8774599508963818,0.9074383642807294,0.9339492434809771
nnls,thai_map,AA,adj_none,aasub,nonstructural_protein_NS4A,DENV1/THAILAND/1995/00410/95,0.8852505125464215,0.9212057798346194,0.9537299197152662
nnls,thai_map,AA,adj_none,aasub,nonstructural_protein_NS2A,DENV1/THAILAND/1995/00410/95,0.9189351991065633,0.9508840395072594,0.9762531687844079
nnls,thai_map,AA,adj_none,aasub,nonstructural_protein_NS4B,DENV1/THAILAND/1995/00410/95,0.9200806289605883,0.9543429308458969,0.9804790326732933
nnls,thai_map,AA,adj_none,aasub,envelope_protein_E,DENV1/THAILAND/1995/00410/95,0.9712706849347207,0.9981983993362316,1.0227304825101973
nnls,thai_map,AA,adj_none,aasub,nonstructural_protein_NS1,DENV1/THAILAND/1995/00410/95,1.0140577793267136,1.0423544639727467,1.0664018346796513
nnls,thai_map,AA,adj_none,aasub,RNA-dependent_RNA_polymerase_NS5,DENV1/THAILAND/1995/00410/95,1.1849770280601872,1.2312004929703626,1.2578109407741698
nnls,thai_map,AA,adj_none,aasub,RNA-dependent_RNA_polymerase_NS5,DENV1/THAILAND/1996/00942/96,1.2542260378547865,1.3016454201380894,1.3497582528806797
nnls,thai_map,AA,adj_none,aasub,envelope_protein_E,DENV1/THAILAND/1996/00942/96,1.48006571277203,1.5191643437838376,1.5580096103674277
nnls,thai_map,AA,adj_none,aasub,nonstructural_protein_NS2A,DENV1/THAILAND/1996/00942/96,1.5880852200396989,1.6266507918123603,1.682910976297204
nnls,thai_map,AA,adj_none,aasub,nonstructural_protein_NS1,DENV1/THAILAND/1996/00942/96,1.7168821239506604,1.763251737938444,1.8243091535602638
nnls,thai_map,AA,adj_none,aasub,membrane_glycoprotein_M,DENV1/THAILAND/1996/00942/96,1.7349748063893258,1.77409365861052,1.8132941252826325
nnls,thai_map,AA,adj_none,aasub,anchored_capsid_protein_C,DENV1/THAILAND/1996/00942/96,1.7397192511436206,1.7748302931282822,1.8134671065909957
nnls,thai_map,AA,adj_none,aasub,membrane_glycoprotein_precursor_M,DENV1/THAILAND/1996/00942/96,1.7435651474619203,1.7809345234689662,1.8145700169085588
nnls,thai_map,AA,adj_none,aasub,protein_2K,DENV1/THAILAND/1996/00942/96,1.7515913942922503,1.7872092558687656,1.8345076735169783
nnls,thai_map,AA,adj_none,aasub,capsid_protein_C,DENV1/THAILAND/1996/00942/96,1.7504571073888908,1.7903043321915937,1.8382506680117867
nnls,thai_map,AA,adj_none,aasub,protein_pr,DENV1/THAILAND/1996/00942/96,1.75477290829624,1.7916101936805755,1.8376000416662381
nnls,thai_map,AA,adj_none,aasub,nonstructural_protein_NS2B,DENV1/THAILAND/1996/00942/96,1.7595896746335293,1.7987714482052195,1.8458403883408896
nnls,thai_map,AA,adj_none,aasub,nonstructural_protein_NS3,DENV1/THAILAND/1996/00942/96,1.7645332844161308,1.8037650191312946,1.8556471170998297
nnls,thai_map,AA,adj_none,aasub,nonstructural_protein_NS4A,DENV1/THAILAND/1996/00942/96,1.7819611036267724,1.8152893421422593,1.8518842434362193
nnls,thai_map,AA,adj_none,aasub,nonstructural_protein_NS4B,DENV1/THAILAND/1996/00942/96,1.7770280886135845,1.8168282962658626,1.8693392185439568
nnls,thai_map,AA,adj_none,aasub,anchored_capsid_protein_C,DENV1/THAILAND/1996/01231/96,0.4174903459574657,0.44163442434187894,0.46771601354919434
nnls,thai_map,AA,adj_none,aasub,membrane_glycoprotein_precursor_M,DENV1/THAILAND/1996/01231/96,0.41137435525081023,0.45490308053884737,0.7539755487428599
nnls,thai_map,AA,adj_none,aasub,protein_2K,DENV1/THAILAND/1996/01231/96,0.4360938416778664,0.46319415542248066,0.48738878551107223
nnls,thai_map,AA,adj_none,aasub,protein_pr,DENV1/THAILAND/1996/01231/96,0.4377047357434115,0.465031567092527,0.48791619081722926
nnls,thai_map,AA,adj_none,aasub,capsid_protein_C,DENV1/THAILAND/1996/01231/96,0.43567481853432155,0.4650824406767427,0.4899306485999724
nnls,thai_map,AA,adj_none,aasub,membrane_glycoprotein_M,DENV1/THAILAND/1996/01231/96,0.4029787369908473,0.4657060769785244,0.786488734965616
nnls,thai_map,AA,adj_none,aasub,nonstructural_protein_NS2B,DENV1/THAILAND/1996/01231/96,0.44621593939628684,0.4752521493456241,0.49910479296457383
nnls,thai_map,AA,adj_none,aasub,nonstructural_protein_NS3,DENV1/THAILAND/1996/01231/96,0.45285885955329924,0.47844427963789654,0.5088350731842316
nnls,thai_map,AA,adj_none,aasub,nonstructural_protein_NS4A,DENV1/THAILAND/1996/01231/96,0.4518324394029146,0.47857950686018275,0.5142301987348152
nnls,thai_map,AA,adj_none,aasub,nonstructural_protein_NS2A,DENV1/THAILAND/1996/01231/96,0.48040485244323083,0.5066084993253592,0.5314441164395742
nnls,thai_map,AA,adj_none,aasub,nonstructural_protein_NS4B,DENV1/THAILAND/1996/01231/96,0.48403372161469677,0.5104034828080217,0.5387872456830525
nnls,thai_map,AA,adj_none,aasub,envelope_protein_E,DENV1/THAILAND/1996/01231/96,0.5127799217620433,0.5451265442711627,0.5780647704624424
nnls,thai_map,AA,adj_none,aasub,RNA-dependent_RNA_polymerase_NS5,DENV1/THAILAND/1996/01231/96,0.5486253969285704,0.5770475694537089,0.6009475937382134
nnls,thai_map,AA,adj_none,aasub,nonstructural_protein_NS1,DENV1/THAILAND/1996/01231/96,0.57319452062794,0.5995803770977883,0.6276438833074995
nnls,thai_map,AA,adj_none,aasub,membrane_glycoprotein_M,DENV1/THAILAND/1997/00382/97,0,0,0.05406106748167763
nnls,thai_map,AA,adj_none,aasub,membrane_glycoprotein_precursor_M,DENV1/THAILAND/1997/00382/97,0,0,0
nnls,thai_map,AA,adj_none,aasub,nonstructural_protein_NS2A,DENV1/THAILAND/1997/00382/97,0,0,0
nnls,thai_map,AA,adj_none,aasub,nonstructural_protein_NS3,DENV1/THAILAND/1997/00382/97,0,0,0
nnls,thai_map,AA,adj_none,aasub,nonstructural_protein_NS1,DENV1/THAILAND/1997/00382/97,0,0.017706517156105,0.1787222192112508
nnls,thai_map,AA,adj_none,aasub,envelope_protein_E,DENV1/THAILAND/1997/00382/97,0.09322814702376299,0.11753318002456738,0.1509674977281219
nnls,thai_map,AA,adj_none,aasub,anchored_capsid_protein_C,DENV1/THAILAND/1997/00382/97,0.14420145196628048,0.16295764640888158,0.18447747240235796
nnls,thai_map,AA,adj_none,aasub,protein_2K,DENV1/THAILAND/1997/00382/97,0.16082689432049085,0.182383129362722,0.20553332060016666
nnls,thai_map,AA,adj_none,aasub,capsid_protein_C,DENV1/THAILAND/1997/00382/97,0.16342289407200164,0.1838706738615704,0.2086163819014044
nnls,thai_map,AA,adj_none,aasub,protein_pr,DENV1/THAILAND/1997/00382/97,0.16468315044985213,0.1852903347493067,0.20633932055413812
nnls,thai_map,AA,adj_none,aasub,nonstructural_protein_NS2B,DENV1/THAILAND/1997/00382/97,0.1716787692197197,0.19427206157848462,0.21556249881110517
nnls,thai_map,AA,adj_none,aasub,nonstructural_protein_NS4A,DENV1/THAILAND/1997/00382/97,0.1721853093491513,0.20073366697742695,0.22964629810459594
nnls,thai_map,AA,adj_none,aasub,nonstructural_protein_NS4B,DENV1/THAILAND/1997/00382/97,0.20784456552906186,0.23254098733712747,0.2559784660052803
nnls,thai_map,AA,adj_none,aasub,RNA-dependent_RNA_polymerase_NS5,DENV1/THAILAND/1997/00382/97,0.2706896043679382,0.29627058941728635,0.3175216591898994
nnls,thai_map,AA,adj_none,aasub,membrane_glycoprotein_precursor_M,DENV1/THAILAND/1997/02080/97,0.5304794396191073,0.6165929717804722,0.6822658135561629
nnls,thai_map,AA,adj_none,aasub,protein_pr,DENV1/THAILAND/1997/02080/97,0.538433894825607,0.6246028781740348,0.6863932061642363
nnls,thai_map,AA,adj_none,aasub,anchored_capsid_protein_C,DENV1/THAILAND/1997/02080/97,0.8873398418895675,0.9154276618536916,0.9397664190904201
nnls,thai_map,AA,adj_none,aasub,membrane_glycoprotein_M,DENV1/THAILAND/1997/02080/97,0.8932844058678437,0.9210846631177094,0.9439974565931701
nnls,thai_map,AA,adj_none,aasub,protein_2K,DENV1/THAILAND/1997/02080/97,0.905120605107873,0.934354305886667,0.9573333652681666
nnls,thai_map,AA,adj_none,aasub,capsid_protein_C,DENV1/THAILAND/1997/02080/97,0.9090184920996848,0.9362507734936175,0.9581227725728392
nnls,thai_map,AA,adj_none,aasub,nonstructural_protein_NS2B,DENV1/THAILAND/1997/02080/97,0.9175459662306608,0.945950359219498,0.9685021569828801
nnls,thai_map,AA,adj_none,aasub,RNA-dependent_RNA_polymerase_NS5,DENV1/THAILAND/1997/02080/97,0.6691960668399287,0.9496046628030212,0.9779754615360882
nnls,thai_map,AA,adj_none,aasub,nonstructural_protein_NS3,DENV1/THAILAND/1997/02080/97,0.9199702772025344,0.9497863746037356,0.9744447875672742
nnls,thai_map,AA,adj_none,aasub,nonstructural_protein_NS4A,DENV1/THAILAND/1997/02080/97,0.9147964939500215,0.9513454251920954,0.9810892612936197
nnls,thai_map,AA,adj_none,aasub,nonstructural_protein_NS2A,DENV1/THAILAND/1997/02080/97,0.9528157621267677,0.978279758908777,0.9998746650097321
nnls,thai_map,AA,adj_none,aasub,nonstructural_protein_NS4B,DENV1/THAILAND/1997/02080/97,0.95029865341638,0.9822161830489038,1.009012392151351
nnls,thai_map,AA,adj_none,aasub,envelope_protein_E,DENV1/THAILAND/1997/02080/97,0.9709313627901596,1.0024841353633218,1.0410159637702587
nnls,thai_map,AA,adj_none,aasub,nonstructural_protein_NS1,DENV1/THAILAND/1997/02080/97,1.1933634423255324,1.2297634764769272,1.2627834597200516
nnls,thai_map,AA,adj_none,aasub,envelope_protein_E,DENV1/THAILAND/1997/02588/97,0.912041642730677,0.9629814753096333,1.0267418294821307
nnls,thai_map,AA,adj_none,aasub,anchored_capsid_protein_C,DENV1/THAILAND/1997/02588/97,1.0169702687267628,1.0399567721314213,1.0617477084439666
nnls,thai_map,AA,adj_none,aasub,membrane_glycoprotein_M,DENV1/THAILAND/1997/02588/97,1.0240626294626256,1.045216924524361,1.0697870200953048
nnls,thai_map,AA,adj_none,aasub,membrane_glycoprotein_precursor_M,DENV1/THAILAND/1997/02588/97,1.0292117651139576,1.0529476524115546,1.072216952056992
nnls,thai_map,AA,adj_none,aasub,protein_2K,DENV1/THAILAND/1997/02588/97,1.0367551916769897,1.0593130485625277,1.0835484825556858
nnls,thai_map,AA,adj_none,aasub,capsid_protein_C,DENV1/THAILAND/1997/02588/97,1.0362308815440533,1.061131638396968,1.0839216369052214
nnls,thai_map,AA,adj_none,aasub,protein_pr,DENV1/THAILAND/1997/02588/97,1.0390883831041053,1.0618644617237296,1.0830264251385366
nnls,thai_map,AA,adj_none,aasub,nonstructural_protein_NS2B,DENV1/THAILAND/1997/02588/97,1.0485173574569726,1.0706031763498114,1.093989419486426
nnls,thai_map,AA,adj_none,aasub,nonstructural_protein_NS3,DENV1/THAILAND/1997/02588/97,1.0487100382691434,1.0753538636796725,1.1037713137033336
nnls,thai_map,AA,adj_none,aasub,nonstructural_protein_NS4A,DENV1/THAILAND/1997/02588/97,1.051410628957842,1.0768249814476354,1.107740556366307
nnls,thai_map,AA,adj_none,aasub,nonstructural_protein_NS2A,DENV1/THAILAND/1997/02588/97,1.0784561923652425,1.102652698950908,1.1327194253982449
nnls,thai_map,AA,adj_none,aasub,nonstructural_protein_NS4B,DENV1/THAILAND/1997/02588/97,1.083284509535377,1.1086922607191647,1.133313533477908
nnls,thai_map,AA,adj_none,aasub,RNA-dependent_RNA_polymerase_NS5,DENV1/THAILAND/1997/02588/97,1.1517739000945728,1.1732469981491018,1.1906580753601754
nnls,thai_map,AA,adj_none,aasub,nonstructural_protein_NS1,DENV1/THAILAND/1997/02588/97,1.1735505325809708,1.196443479240787,1.2199529369802293
nnls,thai_map,AA,adj_none,aasub,envelope_protein_E,DENV1/THAILAND/1997/04772/97,0,0,0
nnls,thai_map,AA,adj_none,aasub,RNA-dependent_RNA_polymerase_NS5,DENV1/THAILAND/1997/04772/97,0.004150137797281478,0.06523118783829031,0.12663705521340712
nnls,thai_map,AA,adj_none,aasub,nonstructural_protein_NS2A,DENV1/THAILAND/1997/04772/97,0.09342289067985352,0.1235390069082623,0.16090709442081844
nnls,thai_map,AA,adj_none,aasub,anchored_capsid_protein_C,DENV1/THAILAND/1997/04772/97,0.3268509309542204,0.34671774084580365,0.3697746899279891
nnls,thai_map,AA,adj_none,aasub,membrane_glycoprotein_M,DENV1/THAILAND/1997/04772/97,0.32483109713041003,0.3490613899000726,0.3701637734496127
nnls,thai_map,AA,adj_none,aasub,nonstructural_protein_NS1,DENV1/THAILAND/1997/04772/97,0.30792978346383454,0.354923640659205,0.390815902811955
nnls,thai_map,AA,adj_none,aasub,protein_2K,DENV1/THAILAND/1997/04772/97,0.3390214143815764,0.36074683520648765,0.3839013089648293
nnls,thai_map,AA,adj_none,aasub,capsid_protein_C,DENV1/THAILAND/1997/04772/97,0.34164456886766076,0.36373904630612597,0.3848896598161995
nnls,thai_map,AA,adj_none,aasub,nonstructural_protein_NS2B,DENV1/THAILAND/1997/04772/97,0.3484870362811595,0.37301773110915687,0.3954009571718504
